"screen_name","created_at","tweet_id","text","extended_tweet","in_reply_to_screen_name","in_reply_to_status_id","retweet_count","favorite_count","truncated","language","in_reply_to_user_id"
"Starbucks","2020-05-06 13:00:00","1258018677485645829","As the world stands on your shoulders, you continue to prioritize others over self. Thank you, nurses, for everythi… https://t.co/MLGaUANzZQ","As the world stands on your shoulders, you continue to prioritize others over self. Thank you, nurses, for everythi… https://t.co/MLGaUANzZQ",,,"236","1157",,"en",
"ProcterGamble","2020-05-06 13:00:01","1258018680954335232","Nurses are on the front lines of the #COVID19 response, and during #NursesWeek, we’re honoring their work and commi… https://t.co/qygdV0ciX5","Nurses are on the front lines of the #COVID19 response, and during #NursesWeek, we’re honoring their work and commi… https://t.co/qygdV0ciX5",,,"9","23",,"en",
"DentsplySirona","2020-05-06 13:00:01","1258018683038978051","Free live webinar: Stress, Life Balance, and Second Chances

#hereforyou #dentsplysirona

Friday, May 8, 2020, 2 PM… https://t.co/Q7ydo4Yywt","Free live webinar: Stress, Life Balance, and Second Chances

#hereforyou #dentsplysirona

Friday, May 8, 2020, 2 PM… https://t.co/Q7ydo4Yywt",,,"0","0",,"en",
"northropgrumman","2020-05-06 13:00:01","1258018683789680640","Work on systems to protect us. Develop programs to connect us. We're #hiring with thousands of #technology roles at… https://t.co/WYxdc1inXy","Work on systems to protect us. Develop programs to connect us. We're #hiring with thousands of #technology roles at… https://t.co/WYxdc1inXy",,,"5","18",,"en",
"UPS","2020-05-06 13:00:01","1258018683860860929","Join our webinar at 11AM TODAY to hear expert perspectives on global and regional #supplychain disruptions and solutions.","Join our webinar at 11AM TODAY to hear expert perspectives on global and regional #supplychain disruptions and solutions.",,,"4","10",,"en",
"IQVIA_global","2020-05-06 13:00:12","1258018730958864387","Ingenuity is vital to fighting #COVID19. Shahbaz Pervaiz, the creativity you &amp; your team used to help bring this fo… https://t.co/Cm9ez7D02Z","Ingenuity is vital to fighting #COVID19. Shahbaz Pervaiz, the creativity you &amp; your team used to help bring this fo… https://t.co/Cm9ez7D02Z",,,"0","0",,"en",
"citrix","2020-05-06 13:00:24","1258018778673283072","Is #VPN the right remote access strategy for you? It’s a question many organizations are asking as they work to pro… https://t.co/fuAgrpOyt5","Is #VPN the right remote access strategy for you? It’s a question many organizations are asking as they work to pro… https://t.co/fuAgrpOyt5",,,"4","9",,"en",
"GoldmanSachs","2020-05-06 13:00:25","1258018781441466369","#ICYMI: With the wave of fallen angels, Ashish Shah, co-chief investment officer for #GSAM’s Global Fixed Income, d… https://t.co/HqyKJTvBVe","#ICYMI: With the wave of fallen angels, Ashish Shah, co-chief investment officer for #GSAM’s Global Fixed Income, d… https://t.co/HqyKJTvBVe",,,"1","11",,"en",
"SPGlobal","2020-05-06 13:00:31","1258018808305987585","From @SPGlobalPlatts: Oil prices rally as production cuts mount: https://t.co/meWyM8zkHv #OOTT https://t.co/h2nK0sKI1w","From @SPGlobalPlatts: Oil prices rally as production cuts mount: https://t.co/meWyM8zkHv #OOTT https://t.co/h2nK0sKI1w",,,"0","0",,"en",
"flir","2020-05-06 13:00:31","1258018810625490945","We made an easy reference table of our machine vision camera sensors! Download now and never have to memorize senso… https://t.co/vtuJY7YILU","We made an easy reference table of our machine vision camera sensors! Download now and never have to memorize senso… https://t.co/vtuJY7YILU",,,"2","7",,"en",
"MicrochipTech","2020-05-06 13:01:58","1258019175064375296","With full program and debug capabilities, the ATtiny1607 Curiosity Nano Evaluation Kit offers complete support for… https://t.co/8sjZTK225C","With full program and debug capabilities, the ATtiny1607 Curiosity Nano Evaluation Kit offers complete support for… https://t.co/8sjZTK225C",,,"0","10",,"en",
"WTWcorporate","2020-05-06 13:02:22","1258019272158306306","To better prepare for possible fluctuations in financial performance and long-term resilience, it’s important to ha… https://t.co/HEgC7iasVa","To better prepare for possible fluctuations in financial performance and long-term resilience, it’s important to ha… https://t.co/HEgC7iasVa",,,"0","1",,"en",
"Citi","2020-05-06 13:03:05","1258019453142474752","#Citi is proud to join other multinational firms in this public-private partnership to further strengthen global su… https://t.co/sQIw6Q1wAU","#Citi is proud to join other multinational firms in this public-private partnership to further strengthen global su… https://t.co/sQIw6Q1wAU",,,"3","12",,"en",
"NOVGlobal","2020-05-06 13:04:31","1258019815475814400","Exciting day of conversations on #NOVLiveInternational. Check out today's schedule and join the conversation on our… https://t.co/w4xeXrrtkx","Exciting day of conversations on #NOVLiveInternational. Check out today's schedule and join the conversation on our… https://t.co/w4xeXrrtkx",,,"0","5",,"en",
"Lindeplc","2020-05-06 13:04:48","1258019885273268225","Linde started up a new high-purity nitrogen generator in #Shanghai, as part of a 20-year contract to supply ultra-h… https://t.co/GDoEkOxK2q","Linde started up a new high-purity nitrogen generator in #Shanghai, as part of a 20-year contract to supply ultra-h… https://t.co/GDoEkOxK2q",,,"3","8",,"en",
"UHS_Inc","2020-05-06 13:05:38","1258020097337241600","Nursing is a calling, and our nurses fulfill a very special mission in the communities we serve. During the COVID-1… https://t.co/kSLE3YImtU","Nursing is a calling, and our nurses fulfill a very special mission in the communities we serve. During the COVID-1… https://t.co/kSLE3YImtU",,,"2","3",,"en",
"Cisco","2020-05-06 13:08:01","1258020694933278721","#WiFi6 just got a 6GHz boost. How does this impact #5G? Read more on this #WirelessWednesday.… https://t.co/eU9bKaDpoT","#WiFi6 just got a 6GHz boost. How does this impact #5G? Read more on this #WirelessWednesday.… https://t.co/eU9bKaDpoT",,,"11","48",,"en",
"Exelon","2020-05-06 13:08:03","1258020705217765382","#PoweringThruTogether #ExelonCommunity https://t.co/U0t4aU3p2h","#PoweringThruTogether #ExelonCommunity https://t.co/U0t4aU3p2h",,,"0","2",,"und",
"Gartner_inc","2020-05-06 13:09:26","1258021053399535617","According to a Gartner survey, 55% of #tech CEOs were not prepared for an economic downturn prior to the #COVID19 p… https://t.co/oB3uu1eRC1","According to a Gartner survey, 55% of #tech CEOs were not prepared for an economic downturn prior to the #COVID19 p… https://t.co/oB3uu1eRC1",,,"1","4",,"en",
"EA","2020-05-06 13:09:39","1258021106071420928","During these tough times, no one has been more clutch than our healthcare workers fighting on the frontlines. So we… https://t.co/XnnOpQYFe9","During these tough times, no one has been more clutch than our healthcare workers fighting on the frontlines. So we… https://t.co/XnnOpQYFe9",,,"63","382",,"en",
"PulteHomes","2020-05-06 13:10:00","1258021196899237889","Join the virtual Pulte Parade of Homes! First up, explore the Verona Model at the Astarea at Sky Crossing community… https://t.co/HF2qs7C9FM","Join the virtual Pulte Parade of Homes! First up, explore the Verona Model at the Astarea at Sky Crossing community… https://t.co/HF2qs7C9FM",,,"0","3",,"en",
"MSCI_Inc","2020-05-06 13:11:22","1258021540794380289","You can now listen to the latest MSCI Climate Webinar recording on TCFD Reporting and Scenario Analysis for Institu… https://t.co/HqNE4wjvTQ","You can now listen to the latest MSCI Climate Webinar recording on TCFD Reporting and Scenario Analysis for Institu… https://t.co/HqNE4wjvTQ",,,"1","1",,"en",
"amwater","2020-05-06 13:11:30","1258021574365581313","In celebration of #DrinkingWaterWeek, we’re raising a glass to our essential workers as they continue to go out eve… https://t.co/PcnmjDjS1R","In celebration of #DrinkingWaterWeek, we’re raising a glass to our essential workers as they continue to go out eve… https://t.co/PcnmjDjS1R",,,"12","34",,"en",
"keybank","2020-05-06 13:12:12","1258021750526431233","KeyBank’s Young Professionals group is proud to fuel nurses at the @ClevelandClinic today and in the months to come… https://t.co/2jiWBjoKs8","KeyBank’s Young Professionals group is proud to fuel nurses at the @ClevelandClinic today and in the months to come… https://t.co/2jiWBjoKs8",,,"2","7",,"en",
"CharlesSchwab","2020-05-06 13:13:03","1258021960820408321","Schwab's Joe Vietri offers four investing principles for a volatile market. 
https://t.co/RjySOEu7ER","Schwab's Joe Vietri offers four investing principles for a volatile market. 
https://t.co/RjySOEu7ER",,,"2","4",,"en",
"StateStreet","2020-05-06 13:13:18","1258022027371438080","Richard Dodds, head of State Street AlphaSM platform solutions in EMEA, discusses how we’re using cloud-based techn… https://t.co/bhhVdEjV6i","Richard Dodds, head of State Street AlphaSM platform solutions in EMEA, discusses how we’re using cloud-based techn… https://t.co/bhhVdEjV6i",,,"2","2",,"en",
"synchrony","2020-05-06 13:15:02","1258022460173291520","There’s no playbook for navigating today’s complex situation. CEO @SYFMKeane reflects on some guiding principles we… https://t.co/X5sW7pNg0y","There’s no playbook for navigating today’s complex situation. CEO @SYFMKeane reflects on some guiding principles we… https://t.co/X5sW7pNg0y",,,"4","15",,"en",
"ZebraTechnology","2020-05-06 13:15:07","1258022481165762560","Our #FrontlineHeroes are working in grocery stores, post offices, warehouses, delivery vehicles. We thank you for y… https://t.co/EgmNEQMnVu","Our #FrontlineHeroes are working in grocery stores, post offices, warehouses, delivery vehicles. We thank you for y… https://t.co/EgmNEQMnVu",,,"2","10",,"en",
"SPGlobal","2020-05-06 13:15:12","1258022505337536513","From @SPGMarketIntel: Banks give deal status updates as pending MOEs lose more than $1B in value each as the… https://t.co/bo0kcfuPu5","From @SPGMarketIntel: Banks give deal status updates as pending MOEs lose more than $1B in value each as the… https://t.co/bo0kcfuPu5",,,"0","0",,"en",
"Accenture","2020-05-06 13:16:00","1258022703807844352","Welcome to Kates Kesler, our newest acquisition, and their team of deep experts in organizational design and perfor… https://t.co/CFOQD5H3bJ","Welcome to Kates Kesler, our newest acquisition, and their team of deep experts in organizational design and perfor… https://t.co/CFOQD5H3bJ",,,"6","28",,"en",
"Gartner_inc","2020-05-06 13:17:29","1258023077818105861",".@Gartner_HR's review of various types of companies in #Asia surfaced 7 key areas that #HR leaders see as foundatio… https://t.co/FKMOc4ljPL",".@Gartner_HR's review of various types of companies in #Asia surfaced 7 key areas that #HR leaders see as foundatio… https://t.co/FKMOc4ljPL",,,"1","2",,"en",
"airproducts","2020-05-06 13:21:50","1258024171231207425","Simon Moore, Air Products' Vice President of Investor Relations, Corporate Relations and Sustainability, will speak… https://t.co/MdTw8SDZcn","Simon Moore, Air Products' Vice President of Investor Relations, Corporate Relations and Sustainability, will speak… https://t.co/MdTw8SDZcn",,,"1","8",,"en",
"baxter_intl","2020-05-06 13:24:51","1258024930383482881","Interested in fluid management? We're pleased to share the results of the FRESH clinical trial, published last week… https://t.co/8AFkrq99WH","Interested in fluid management? We're pleased to share the results of the FRESH clinical trial, published last week… https://t.co/8AFkrq99WH",,,"4","13",,"en",
"CP_News","2020-05-06 13:25:02","1258024977883774976","Say hello to oral care #innovation:  Toothpaste tablets from our team at @helloproducts. Packaged in a reusable, re… https://t.co/RWafUsIQ76","Say hello to oral care #innovation:  Toothpaste tablets from our team at @helloproducts. Packaged in a reusable, re… https://t.co/RWafUsIQ76",,,"4","14",,"en",
"DTE_Energy","2020-05-06 13:28:50","1258025935137320961","We're honored to be certified as an @thinkescalent 2020 Environmental Champion utility by our customers. We are com… https://t.co/469x6i89fD","We're honored to be certified as an @thinkescalent 2020 Environmental Champion utility by our customers. We are com… https://t.co/469x6i89fD",,,"0","2",,"en",
"AIGinsurance","2020-05-06 13:29:30","1258026103614169088","Our thoughts remain with those affected by #COVID19, and we are committed to helping our global communities prepare… https://t.co/bs1uBzJ5r7","Our thoughts remain with those affected by #COVID19, and we are committed to helping our global communities prepare… https://t.co/bs1uBzJ5r7",,,"3","7",,"en",
"SPGlobal","2020-05-06 13:30:11","1258026275039596544","From @SPGMarketIntel: Argentina's fracking activity in Vaca Muerta slowed to zero in April: https://t.co/QBxLhqmkjN https://t.co/3bt6E681G4","From @SPGMarketIntel: Argentina's fracking activity in Vaca Muerta slowed to zero in April: https://t.co/QBxLhqmkjN https://t.co/3bt6E681G4",,,"0","0",,"en",
"CintasCorp","2020-05-06 13:30:13","1258026281662402560","In honor of National Nurses Week, we want to thank nurses for everything they do, not just this week, but every wee… https://t.co/6PSSn4F94i","In honor of National Nurses Week, we want to thank nurses for everything they do, not just this week, but every wee… https://t.co/6PSSn4F94i",,,"5","14",,"en",
"intel","2020-05-06 13:30:22","1258026320015040512","Our pets show us endless love and compassion, and #NationalPetWeek is the perfect time to show a little back ❤️🐱🐶.… https://t.co/F9464N1UEt","Our pets show us endless love and compassion, and #NationalPetWeek is the perfect time to show a little back ❤️🐱🐶.… https://t.co/F9464N1UEt",,,"11","76",,"en",
